Year	Week	CHIRPS	CMORPH	GSMAP	PERSIANN	IMERG	CCS	SM1 Mean	SM2 Mean	SM3 Mean	SM4 Mean	Event	Event_PDSI
1981	12	0.861292270531401	NA	NA	NA	NA	NA	0.186465498782373	0.18827227599453	0.21389239362614	0.234938889757863	0	0
1981	13	0.688713768115942	NA	NA	NA	NA	NA	0.231467785627343	0.211532684603236	0.218094694407373	0.235488505650844	0	0
1981	14	0.690978260869565	NA	NA	NA	NA	NA	0.203200041491897	0.207037308065298	0.216379190802048	0.235834478299533	0	0
1981	15	0.599130434782609	NA	NA	NA	NA	NA	0.196199116845344	0.205055810340348	0.214380531363848	0.235435995422304	0	0
1981	16	0.153182367149758	NA	NA	NA	NA	NA	0.178749009438602	0.19434730913509	0.211279694267959	0.23492723725204	0	0
1981	17	0.200410628019324	NA	NA	NA	NA	NA	0.198602772658251	0.195505252991902	0.211457862412889	0.234224552538778	0	0
1981	18	0.363097826086957	NA	NA	NA	NA	NA	0.252606480820825	0.233918787541174	0.21832221358455	0.234189671576023	0	0
1981	19	0.732536231884058	NA	NA	NA	NA	NA	0.276435523064227	0.255527145877802	0.22433370197976	0.234921285531351	0	0
1981	20	0.803641304347826	NA	NA	NA	NA	NA	0.279728708186239	0.272473270694511	0.232592011291335	0.235480086659746	0	0
1981	21	0.793073671497585	NA	NA	NA	NA	NA	0.287693090042231	0.283209846480026	0.245923983616892	0.236810913389283	0	0
1981	22	0.917765700483092	NA	NA	NA	NA	NA	0.276529089230807	0.277639989133015	0.253009699226824	0.238675526641309	0	0
1981	23	0.909305555555556	NA	NA	NA	NA	NA	0.270463523464054	0.273732712086444	0.258738451337442	0.240083438754082	0	0
1981	24	0.831708937198068	NA	NA	NA	NA	NA	0.221188603157368	0.241692015061549	0.252808543562099	0.240750593404685	0	0
1981	25	0.974746376811594	NA	NA	NA	NA	NA	0.221123562980247	0.226998683961572	0.24541276819598	0.240199018322996	0	0
1981	26	1.18878019323672	NA	NA	NA	NA	NA	0.24785560506957	0.241126636081646	0.243475824667481	0.239942639273192	0	0
1981	27	1.31699879227053	NA	NA	NA	NA	NA	0.259475669102173	0.260354617485599	0.248592849607042	0.242066181004047	0	0
1981	28	1.50835144927536	NA	NA	NA	NA	NA	0.245070664806967	0.248922198601532	0.246560390739509	0.241875430595662	0	0
1981	29	1.51089975845411	NA	NA	NA	NA	NA	0.254257897427488	0.250300373929526	0.24440526217303	0.24161003655621	0	0
1981	30	1.41438405797101	NA	NA	NA	NA	NA	0.246565548778959	0.248859166300914	0.246666588834487	0.24155831801572	0	0
1981	31	1.12232487922705	NA	NA	NA	NA	NA	0.21981930853405	0.23136202934123	0.243069509294806	0.241340768310641	0	0
1981	32	1.10059782608696	NA	NA	NA	NA	NA	0.220159014641337	0.225122614352962	0.239908807198325	0.240895771996251	0	0
1981	33	1.3582729468599	NA	NA	NA	NA	NA	0.256975868565636	0.247514402534619	0.241516378873229	0.240605337694287	0	0
1981	34	1.34955917874396	NA	NA	NA	NA	NA	0.244658757584745	0.241463947234685	0.240071455117441	0.240397970990411	0	0
1981	35	1.07798913043478	NA	NA	NA	NA	NA	0.22409268302139	0.233356566673478	0.239665860615194	0.240139156814132	0	0
1981	36	1.32807971014493	NA	NA	NA	NA	NA	0.216082621741343	0.220194227470969	0.236049647000347	0.239641847679658	0	0
1981	37	0.866026570048309	NA	NA	NA	NA	NA	0.227745634188896	0.223450967343145	0.233064790518088	0.239083766357175	0	0
1981	38	0.21179347826087	NA	NA	NA	NA	NA	0.21206649045465	0.215253678249288	0.230363384470882	0.238433619104326	0	0
1981	39	0.204118357487923	NA	NA	NA	NA	NA	0.239848327497135	0.229496531576273	0.229229388951653	0.237817048180316	0	0
1981	40	0.478876811594203	NA	NA	NA	NA	NA	0.24217949414561	0.235696247772111	0.230944662026272	0.237312991246581	0	0
1981	41	0.446207729468599	NA	NA	NA	NA	NA	0.258540946089978	0.249052729515763	0.234010850097512	0.236982133037278	0	0
1981	42	0.570374396135266	NA	NA	NA	NA	NA	0.265572008169932	0.258265428536444	0.238708314532893	0.237085629504706	0	0
1981	43	0.253677536231884	NA	NA	NA	NA	NA	0.26584816432007	0.25985094726944	0.240696375866617	0.237282787529486	0	0
1981	44	0.319281400966184	NA	NA	NA	NA	NA	0.28118364884759	0.272924303768881	0.245135504676295	0.237578002363443	0	0
1981	45	0.0283393719806763	NA	NA	NA	NA	NA	0.275374113818894	0.273241792979676	0.252824747411136	0.238934126719832	0	0
1981	46	-0.137095410628019	NA	NA	NA	NA	NA	0.252996651546425	0.256198165200857	0.250410806584298	0.239902837776712	0	0
1981	47	0.139969806763285	NA	NA	NA	NA	NA	0.244822334368451	0.248853711193317	0.246969217537641	0.239961974684681	0	0
1981	48	-0.0266304347826087	NA	NA	NA	NA	NA	0.221842537665468	0.234644522830512	0.242169399770243	0.239736493751407	0	0
1981	49	0.2456038647343	NA	NA	NA	NA	NA	0.21810753795265	0.224598596415538	0.237938514619937	0.239353504159621	0	0
1981	50	0.741690821256039	NA	NA	NA	NA	NA	0.252872507011627	0.24143517590173	0.236745388100117	0.238965056405536	0	0
1981	51	0.609426328502416	NA	NA	NA	NA	NA	0.225688788699923	0.232250085713046	0.236559543811387	0.238690010287932	0	0
1981	52	0.360314009661836	NA	NA	NA	NA	NA	0.22776583427533	0.228566958390449	0.233903037490923	0.238324539118579	0	0
1982	1	0.285024154589372	NA	NA	NA	NA	NA	0.223409893306315	0.233111511622751	0.237537456935082	0.238235341055053	0	0
