"","ISO","X","Y"
"1","DOM","-71.6499969482422","17.4500007629395"
"2","DOM","-71.5499969482422","17.5500007629395"
"3","DOM","-71.4499969482422","17.5500007629395"
"4","DOM","-71.5499969482422","17.6500007629395"
"5","DOM","-71.4499969482422","17.6500007629395"
"6","DOM","-71.3499969482422","17.6500007629395"
"7","DOM","-71.6499969482422","17.7500007629395"
"8","DOM","-71.5499969482422","17.7500007629395"
"9","DOM","-71.4499969482422","17.7500007629395"
"10","DOM","-71.3499969482422","17.7500007629395"
"11","DOM","-71.6499969482422","17.8500007629395"
"12","DOM","-71.5499969482422","17.8500007629395"
"13","DOM","-71.4499969482422","17.8500007629395"
"14","DOM","-71.3499969482422","17.8500007629395"
"15","DOM","-71.2499969482422","17.8500007629395"
"16","DOM","-71.7499969482422","17.9500007629395"
"17","DOM","-71.6499969482422","17.9500007629395"
"18","DOM","-71.5499969482422","17.9500007629394"
"19","DOM","-71.4499969482422","17.9500007629395"
"20","DOM","-71.3499969482422","17.9500007629394"
"21","DOM","-71.2499969482422","17.9500007629395"
"22","DOM","-71.1499969482422","17.9500007629395"
"23","DOM","-71.7499969482422","18.0500007629395"
"24","DOM","-71.6499969482422","18.0500007629395"
"25","DOM","-71.5499969482422","18.0500007629395"
"26","DOM","-71.4499969482422","18.0500007629395"
"27","DOM","-71.3499969482422","18.0500007629395"
"28","DOM","-71.2499969482422","18.0500007629395"
"29","DOM","-71.1499969482422","18.0500007629395"
"30","DOM","-71.0499969482422","18.0500007629395"
"31","DOM","-71.7499969482422","18.1500007629395"
"32","DOM","-71.6499969482422","18.1500007629395"
"33","DOM","-71.5499969482422","18.1500007629395"
"34","DOM","-71.4499969482422","18.1500007629395"
"35","DOM","-71.3499969482422","18.1500007629395"
"36","DOM","-71.2499969482422","18.1500007629395"
"37","DOM","-71.1499969482422","18.1500007629395"
"38","DOM","-71.0499969482422","18.1500007629395"
"39","DOM","-70.5499969482422","18.1500007629395"
"40","DOM","-70.4499969482422","18.1500007629395"
"41","DOM","-68.7499969482422","18.1500007629395"
"42","DOM","-68.6499969482422","18.1500007629395"
"43","DOM","-68.5499969482422","18.1500007629395"
"44","DOM","-71.7499969482422","18.2500007629395"
"45","DOM","-71.6499969482422","18.2500007629395"
"46","DOM","-71.5499969482422","18.2500007629395"
"47","DOM","-71.4499969482422","18.2500007629395"
"48","DOM","-71.3499969482422","18.2500007629395"
"49","DOM","-71.2499969482422","18.2500007629395"
"50","DOM","-71.1499969482422","18.2500007629395"
"51","DOM","-71.0499969482422","18.2500007629395"
"52","DOM","-70.9499969482422","18.2500007629395"
"53","DOM","-70.8499969482422","18.2500007629395"
"54","DOM","-70.5499969482422","18.2500007629395"
"55","DOM","-70.4499969482422","18.2500007629395"
"56","DOM","-70.3499969482422","18.2500007629395"
"57","DOM","-70.2499969482422","18.2500007629395"
"58","DOM","-70.1499969482422","18.2500007629395"
"59","DOM","-68.7499969482422","18.2500007629395"
"60","DOM","-68.6499969482422","18.2500007629395"
"61","DOM","-71.8499969482422","18.3500007629395"
"62","DOM","-71.7499969482422","18.3500007629395"
"63","DOM","-71.6499969482422","18.3500007629395"
"64","DOM","-71.5499969482422","18.3500007629395"
"65","DOM","-71.4499969482422","18.3500007629395"
"66","DOM","-71.3499969482422","18.3500007629395"
"67","DOM","-71.2499969482422","18.3500007629395"
"68","DOM","-71.1499969482422","18.3500007629395"
"69","DOM","-71.0499969482422","18.3500007629395"
"70","DOM","-70.9499969482422","18.3500007629395"
"71","DOM","-70.8499969482422","18.3500007629395"
"72","DOM","-70.7499969482422","18.3500007629395"
"73","DOM","-70.5499969482422","18.3500007629395"
"74","DOM","-70.4499969482422","18.3500007629395"
"75","DOM","-70.3499969482422","18.3500007629395"
"76","DOM","-70.2499969482422","18.3500007629395"
