date	ndv	spi	anomaly_thi	milk
1982-01-01	-0.686612497480713	0.658968177434908	0.513212993085043	1843.3
1982-02-01	-0.640798912498267	0.873683702989392	0.211327265874624	1863
1982-03-01	-0.592000296275893	-0.0244455159112825	-0.976304826873475	2252
1982-04-01	-0.409195115041009	-1.05397299903568	-0.532831267647171	2433.2
1982-05-01	-0.607495005065699	-0.727126325940212	-0.253200404393107	2753.2
1982-06-01	-0.449920807121971	-0.69281581485053	0.240211341150128	2483.8
1982-07-01	-0.43328632592183	0.376769527483124	0.458349095217359	2305.6
1982-08-01	-0.320929860540094	0.789922854387657	-1.28012161566261	2107.4
1982-09-01	-0.454430050736956	0.564117647058824	1.01295358469909	1900.5
1982-10-01	-0.771040436959469	0.945949855351977	-0.989227277974551	1879.1
1982-11-01	-0.763160482013711	0.993702989392478	0.443260610804367	1837.4
1982-12-01	-0.766664694506096	1.32524590163934	-0.34327751479086	1909.6
1983-01-01	-0.13611258281603	0.557097396335583	0.695738727350491	2022.6
1983-02-01	-0.361969333882867	0.414185149469624	-1.17244501960374	1945.7
1983-03-01	-0.467652031148177	-0.161243972999036	-0.620240502995731	2342
1983-04-01	-0.56292483029238	1.16964320154291	-0.91888026076113	2480.8
1983-05-01	-0.300892764640483	1.47953712632594	-1.72162708047567	2731.4
1983-06-01	-0.563268425045394	1.57811957569913	-0.0495911226458769	2536.2
1983-07-01	-0.417967032508882	0.81718418514947	1.94771460431271	2297.7
1983-08-01	-0.489350067510686	0.341803278688525	-0.048368195567896	2033.3
1983-09-01	-0.881105840676658	0.372025072324012	0.10537279653482	1842.6
1983-10-01	-1.15128651833529	-0.0690646094503375	-0.598612292431024	1970.1
1983-11-01	-1.01909912039903	-0.874117647058824	0.0303916522418777	1897.6
1983-12-01	-0.436160179855616	-1.22865959498554	-0.124174535552503	1950
1984-01-01	-0.730316903431561	0.0842622950819672	-0.150660780203266	2064.8
1984-02-01	-0.113160942051433	0.555660559305689	-0.74908715282319	2067.1
1984-03-01	-0.561416682214423	0.811398264223722	-1.68758764123925	2383.6
1984-04-01	-0.685105434555391	-0.66450337512054	-0.145009975917251	2519.8
1984-05-01	-1.18298926840141	0.107810993249759	-2.64653238649221	2843.3
1984-06-01	-1.32482160475796	-0.0509739633558341	-1.15934064894854	2567.1
1984-07-01	-0.888152172941249	0.497695274831244	-0.641665309288559	2303.3
1984-08-01	-0.473083973102885	-0.163770491803279	-1.00794076950542	1975.6
1984-09-01	-0.0194335843835054	0.56526518804243	-1.30382050289264	1752.6
1984-10-01	-0.030549811406121	0.789980713596914	-0.54432404285946	1878.4
1984-11-01	-0.351374569876388	1.02499517839923	1.26649742387893	1821.9
1984-12-01	-0.143132868901982	0.311504339440694	-0.472908325842546	1922.8
1985-01-01	-0.828618801268573	0.0726808100289296	-3.06058567569406	1912.5
1985-02-01	-0.725318008150101	-0.665824493731919	-0.0224407790204377	1872
1985-03-01	-1.04839416270525	0.0219575699132112	-1.87457399075625	2261.8
1985-04-01	-0.842112889570258	0.268235294117647	-0.174569921176283	2373.6
1985-05-01	-1.25799948705191	0.887068466730955	-1.08360591457264	2696.6
1985-06-01	-0.914347053009833	0.723307618129219	-1.60206472534891	2465.8
1985-07-01	-0.253044798008914	0.648958534233365	-0.0902456833742599	2294.5
1985-08-01	-0.185055663893846	0.00863066538090646	-1.59847107546484	2067.2
1985-09-01	-0.0790052144774095	-1.17783992285439	0.880030782074284	1846.9
1985-10-01	0.055676731712331	-2.14035679845709	-0.0766475234107632	1884.1
1985-11-01	0.143262074577664	-2.01786885245902	-2.28393712963157	1811.8
1985-12-01	-0.170266282203419	-1.33339440694311	0.317868908510747	1971.4
1986-01-01	-0.92692070331241	0.301870781099325	-0.297077035382467	2082.4
1986-02-01	-0.488765089824676	0.441137897782064	-2.45448192325292	1960.3
1986-03-01	-0.664510283724998	0.902420443587271	-1.23859548380937	2315.9
1986-04-01	-0.670109953243148	1.1175506268081	-2.64315405188805	2410.7
1986-05-01	-1.33300970506124	0.944079074252652	0.0297294981323009	2734.1
1986-06-01	-1.44480239092831	0.598621022179364	-0.082311483207033	2546.3
1986-07-01	-1.08764383364398	-0.657618129218901	-0.644598298803365	2319.2
1986-08-01	-0.592706369258601	-0.365631629701061	-1.45294643282474	1989.6
1986-09-01	-0.534749713726342	0.116538090646095	-0.857018162433457	1841
1986-10-01	-0.406012771606942	0.261783992285439	0.613056294736674	1965.7
1986-11-01	-0.10220313809678	-0.200192864030858	0.229205436689632	1862.6
1986-12-01	-0.0953742073918075	-0.384281581485053	0.0652646077739306	1969.7
1987-01-01	-1.04887121514714	-0.591620057859209	-2.71497458618348	1960.7
1987-02-01	-0.838170023592697	-0.294811957569913	-0.613435140100714	1866.1
1987-03-01	-0.904223510218964	-0.243905496624879	-1.82814850806577	2189.3
1987-04-01	-1.03278088062	-0.133056894889103	0.786991920859463	2373.6
1987-05-01	-1.15946298736239	-0.363432979749277	-1.73162805207932	2701.6
1987-06-01	-0.951424125719561	0.183008678881389	-1.7048928496928	2472.7
1987-07-01	-0.626134743264464	0.96420443587271	-0.6282594349742	2220.9
1987-08-01	-0.132798207591281	1.26882352941176	-0.424834707187228	1999.9
1987-09-01	0.0177196705410483	0.482362584378013	1.4583607079225	1781.4
1987-10-01	-0.188769106045639	0.799459980713597	0.168198201923184	1806.9
1987-11-01	-0.305657372836405	0.69327868852459	-0.445838011463794	1710
1987-12-01	-0.606803317361151	0.456615236258438	0.345511265660434	1823.3
1988-01-01	-0.564562205199653	0.379488910318226	1.25093092814638	1889.2
